% Model:              18feb2021_3DpreformWithCapillaryBreakup_jefferycoulter.mph
% Version:            COMSOL 5.6.0.280
% Date:               Apr 19 2021, 15:55
% Dimension:          3
% Nodes:              1600
% Expressions:        1
% Description:        Electrolyte potential
% Length unit:        mm
% X                       Y                        Z                        cd.phil (V)
0.025000000000000022      -0.875                   0.35                     -0.023415448324908588
0.07500000000000008       -0.875                   0.35                     -0.03033439249791148
0.1250000000000001        -0.875                   0.35                     -0.03706829465455202
0.17500000000000016       -0.875                   0.35                     -0.04371756564097939
0.2250000000000002        -0.875                   0.35                     -0.05012459784006032
0.275                     -0.875                   0.35                     -0.05614235658511134
0.32500000000000007       -0.875                   0.35                     -0.06172479968674889
0.3750000000000001        -0.875                   0.35                     -0.06667702573546899
0.42500000000000016       -0.875                   0.35                     -0.07153095822544689
0.4750000000000002        -0.875                   0.35                     -0.07574407318399454
0.525                     -0.875                   0.35                     -0.07953443576550276
0.5750000000000001        -0.875                   0.35                     -0.08292437399745586
0.6250000000000001        -0.875                   0.35                     -0.08572216659993706
0.6750000000000002        -0.875                   0.35                     -0.08835228177198078
0.7250000000000002        -0.875                   0.35                     -0.09035438455341238
0.7750000000000001        -0.875                   0.35                     -0.092028186106139
0.8250000000000001        -0.875                   0.35                     -0.09339873266722659
0.8750000000000001        -0.875                   0.35                     -0.09435274957080265
0.9250000000000002        -0.875                   0.35                     -0.09495685035588017
0.9750000000000002        -0.875                   0.35                     -0.0953418826657849
-0.975                    -0.825                   0.35                     0.0566503857531097
-0.9249999999999999       -0.825                   0.35                     0.056337835826942385
-0.875                    -0.825                   0.35                     0.055647404011748086
-0.825                    -0.825                   0.35                     0.05474997061190914
-0.775                    -0.825                   0.35                     0.05352497903483286
-0.725                    -0.825                   0.35                     0.05192943565537364
-0.6749999999999999       -0.825                   0.35                     0.04974507582875704
-0.625                    -0.825                   0.35                     0.047323295596818776
-0.575                    -0.825                   0.35                     0.044536393546688376
-0.525                    -0.825                   0.35                     0.04119149963635095
-0.475                    -0.825                   0.35                     0.03750759211899571
-0.42499999999999993      -0.825                   0.35                     0.03324369795247213
-0.3749999999999999       -0.825                   0.35                     0.028399141344165983
-0.325                    -0.825                   0.35                     0.02320831068112898
-0.2749999999999999       -0.825                   0.35                     0.017542611221282537
-0.225                    -0.825                   0.35                     0.01142957747071676
-0.17499999999999993      -0.825                   0.35                     0.004965886289253705
-0.12499999999999989      -0.825                   0.35                     -0.001947235255997624
-0.07499999999999996      -0.825                   0.35                     -0.009021376171694935
-0.024999999999999915     -0.825                   0.35                     -0.016116781183134067
0.025000000000000022      -0.825                   0.35                     -0.023509968999711396
0.07500000000000008       -0.825                   0.35                     -0.030715230190434185
0.1250000000000001        -0.825                   0.35                     -0.03774045218488177
0.17500000000000016       -0.825                   0.35                     -0.04457013722098163
0.2250000000000002        -0.825                   0.35                     -0.051287889767657704
0.275                     -0.825                   0.35                     -0.05714063961526097
0.32500000000000007       -0.825                   0.35                     -0.06299935285037268
0.3750000000000001        -0.825                   0.35                     -0.06803644389017602
0.42500000000000016       -0.825                   0.35                     -0.07296575002135403
0.4750000000000002        -0.825                   0.35                     -0.07717951851258553
0.525                     -0.825                   0.35                     -0.08091993551738036
0.5750000000000001        -0.825                   0.35                     -0.08420057664019161
0.6250000000000001        -0.825                   0.35                     -0.08702018451029611
0.6750000000000002        -0.825                   0.35                     -0.08947827700584388
0.7250000000000002        -0.825                   0.35                     -0.09147828408080823
0.7750000000000001        -0.825                   0.35                     -0.09311954553152235
0.8250000000000001        -0.825                   0.35                     -0.09439025087080528
0.8750000000000001        -0.825                   0.35                     -0.09538292074609284
0.9250000000000002        -0.825                   0.35                     -0.09604228899598811
0.9750000000000002        -0.825                   0.35                     -0.09628779407107793
-0.975                    -0.775                   0.35                     0.05789344091376403
-0.9249999999999999       -0.775                   0.35                     0.057617499704957095
-0.875                    -0.775                   0.35                     0.05692946767252026
-0.825                    -0.775                   0.35                     0.05612934276311738
-0.775                    -0.775                   0.35                     0.054881098904550125
-0.725                    -0.775                   0.35                     0.05342711365227086
-0.6749999999999999       -0.775                   0.35                     0.05140671213064589
-0.625                    -0.775                   0.35                     0.04925543917027256
-0.575                    -0.775                   0.35                     0.046243477986693454
-0.525                    -0.775                   0.35                     0.04297763921553259
-0.475                    -0.775                   0.35                     0.03927519175385108
-0.42499999999999993      -0.775                   0.35                     0.0350880109517171
-0.3749999999999999       -0.775                   0.35                     0.030214405067373495
-0.325                    -0.775                   0.35                     0.024799895250219472
-0.2749999999999999       -0.775                   0.35                     0.01915888528834522
-0.225                    -0.775                   0.35                     0.012816661139993408
-0.17499999999999993      -0.775                   0.35                     0.005975987033872729
-0.12499999999999989      -0.775                   0.35                     -9.95835828099381E-4
-0.07499999999999996      -0.775                   0.35                     -0.008414717081311408
-0.024999999999999915     -0.775                   0.35                     -0.015942932772505757
0.025000000000000022      -0.775                   0.35                     -0.02359192091700618
0.07500000000000008       -0.775                   0.35                     -0.031322631941930267
0.1250000000000001        -0.775                   0.35                     -0.03883158456447194
0.17500000000000016       -0.775                   0.35                     -0.04562733117315283
0.2250000000000002        -0.775                   0.35                     -0.05261552848461158
0.275                     -0.775                   0.35                     -0.05895661411052632
0.32500000000000007       -0.775                   0.35                     -0.06468546998239351
0.3750000000000001        -0.775                   0.35                     -0.06989944565993944
0.42500000000000016       -0.775                   0.35                     -0.07461058878163206
0.4750000000000002        -0.775                   0.35                     -0.07885360661008742
0.525                     -0.775                   0.35                     -0.0826896330912384
0.5750000000000001        -0.775                   0.35                     -0.08596668518804407
0.6250000000000001        -0.775                   0.35                     -0.08868095526197384
0.6750000000000002        -0.775                   0.35                     -0.09115497748897716
0.7250000000000002        -0.775                   0.35                     -0.09298194424590552
0.7750000000000001        -0.775                   0.35                     -0.09459205791467094
0.8250000000000001        -0.775                   0.35                     -0.09591263923410806
0.8750000000000001        -0.775                   0.35                     -0.09671568520675153
0.9250000000000002        -0.775                   0.35                     -0.09734262502501471
0.9750000000000002        -0.775                   0.35                     -0.09756030675490387
-0.975                    -0.725                   0.35                     0.05952713562324641
-0.9249999999999999       -0.725                   0.35                     0.05925390806005229
-0.875                    -0.725                   0.35                     0.05869493480117367
-0.825                    -0.725                   0.35                     0.05792292741803789
-0.775                    -0.725                   0.35                     0.05675211082408977
-0.725                    -0.725                   0.35                     0.05515089003381192
-0.6749999999999999       -0.725                   0.35                     0.05339445010964313
-0.625                    -0.725                   0.35                     0.05111144270034209
-0.575                    -0.725                   0.35                     0.04834024754212124
-0.525                    -0.725                   0.35                     0.04541181476183556
-0.475                    -0.725                   0.35                     0.0415602194933932
-0.42499999999999993      -0.725                   0.35                     0.0374240112714533
-0.3749999999999999       -0.725                   0.35                     0.032778736175318755
-0.325                    -0.725                   0.35                     0.02720030564485206
-0.2749999999999999       -0.725                   0.35                     0.021255442988322056
-0.225                    -0.725                   0.35                     0.014829486530401058
-0.17499999999999993      -0.725                   0.35                     0.007556549108120489
-0.12499999999999989      -0.725                   0.35                     2.2798865991133108E-4
-0.07499999999999996      -0.725                   0.35                     -0.007644967234483667
-0.024999999999999915     -0.725                   0.35                     -0.015807790307113424
0.025000000000000022      -0.725                   0.35                     -0.023846690270709868
0.07500000000000008       -0.725                   0.35                     -0.03199305891244088
0.1250000000000001        -0.725                   0.35                     -0.03981050768561509
0.17500000000000016       -0.725                   0.35                     -0.047121374841027006
0.2250000000000002        -0.725                   0.35                     -0.054309354070794916
0.275                     -0.725                   0.35                     -0.060788566884933046
0.32500000000000007       -0.725                   0.35                     -0.06680176864875467
0.3750000000000001        -0.725                   0.35                     -0.07235509846593693
0.42500000000000016       -0.725                   0.35                     -0.07720551683837941
0.4750000000000002        -0.725                   0.35                     -0.08130263893928955
0.525                     -0.725                   0.35                     -0.08494194190550862
0.5750000000000001        -0.725                   0.35                     -0.08808786759144521
0.6250000000000001        -0.725                   0.35                     -0.09075069071197628
0.6750000000000002        -0.725                   0.35                     -0.0931517161513097
0.7250000000000002        -0.725                   0.35                     -0.09473354828062992
0.7750000000000001        -0.725                   0.35                     -0.09642822421506
0.8250000000000001        -0.725                   0.35                     -0.0975286014688467
0.8750000000000001        -0.725                   0.35                     -0.09836079369024536
0.9250000000000002        -0.725                   0.35                     -0.09898031541085382
0.9750000000000002        -0.725                   0.35                     -0.09918972306823658
-0.975                    -0.6749999999999999      0.35                     0.06134597374065035
-0.9249999999999999       -0.6749999999999999      0.35                     0.061137189263972325
-0.875                    -0.6749999999999999      0.35                     0.060686707592313344
-0.825                    -0.6749999999999999      0.35                     0.059872175734133434
-0.775                    -0.6749999999999999      0.35                     0.05877389208745822
-0.725                    -0.6749999999999999      0.35                     0.05739254039022509
-0.6749999999999999       -0.6749999999999999      0.35                     0.05576025221757767
-0.625                    -0.6749999999999999      0.35                     0.05376163196381826
-0.575                    -0.6749999999999999      0.35                     0.051119344951646606
-0.525                    -0.6749999999999999      0.35                     0.04802517140148202
-0.475                    -0.6749999999999999      0.35                     0.04448493046266586
-0.42499999999999993      -0.6749999999999999      0.35                     0.04038651314984129
-0.3749999999999999       -0.6749999999999999      0.35                     0.03548638688288866
-0.325                    -0.6749999999999999      0.35                     0.03016903890331823
-0.2749999999999999       -0.6749999999999999      0.35                     0.02378819806339358
-0.225                    -0.6749999999999999      0.35                     0.017045061007953704
-0.17499999999999993      -0.6749999999999999      0.35                     0.009769575684954604
-0.12499999999999989      -0.6749999999999999      0.35                     0.0014913608273761476
-0.07499999999999996      -0.6749999999999999      0.35                     -0.006712460528649137
-0.024999999999999915     -0.6749999999999999      0.35                     -0.01546504374380768
0.025000000000000022      -0.6749999999999999      0.35                     -0.024169255975878053
0.07500000000000008       -0.6749999999999999      0.35                     -0.03274245162401559
0.1250000000000001        -0.6749999999999999      0.35                     -0.04109354121637475
0.17500000000000016       -0.6749999999999999      0.35                     -0.04922434617383285
0.2250000000000002        -0.6749999999999999      0.35                     -0.05667864315131641
0.275                     -0.6749999999999999      0.35                     -0.06340424057913069
0.32500000000000007       -0.6749999999999999      0.35                     -0.06968032809578785
0.3750000000000001        -0.6749999999999999      0.35                     -0.07536182606027036
0.42500000000000016       -0.6749999999999999      0.35                     -0.08010251847600751
0.4750000000000002        -0.6749999999999999      0.35                     -0.0841228095675157
0.525                     -0.6749999999999999      0.35                     -0.08792171118943266
0.5750000000000001        -0.6749999999999999      0.35                     -0.09080029908720247
0.6250000000000001        -0.6749999999999999      0.35                     -0.09340878915020814
0.6750000000000002        -0.6749999999999999      0.35                     -0.09534042153603794
0.7250000000000002        -0.6749999999999999      0.35                     -0.09711027119065585
0.7750000000000001        -0.6749999999999999      0.35                     -0.09857749508214006
0.8250000000000001        -0.6749999999999999      0.35                     -0.09960701879870781
0.8750000000000001        -0.6749999999999999      0.35                     -0.10038938492900609
0.9250000000000002        -0.6749999999999999      0.35                     -0.10089383258676421
0.9750000000000002        -0.6749999999999999      0.35                     -0.101023458336049
-0.975                    -0.625                   0.35                     0.06344582646489522
-0.9249999999999999       -0.625                   0.35                     0.06328160840338895
-0.875                    -0.625                   0.35                     0.06283973292814546
-0.825                    -0.625                   0.35                     0.062213742419038404
-0.775                    -0.625                   0.35                     0.06126160902098446
-0.725                    -0.625                   0.35                     0.06008191899046364
-0.6749999999999999       -0.625                   0.35                     0.0585838008501678
-0.625                    -0.625                   0.35                     0.056520671917087255
-0.575                    -0.625                   0.35                     0.05419112023022728
-0.525                    -0.625                   0.35                     0.051424559303044945
-0.475                    -0.625                   0.35                     0.047868005876763875
-0.42499999999999993      -0.625                   0.35                     0.0439435429989628
-0.3749999999999999       -0.625                   0.35                     0.03897824707515971
-0.325                    -0.625                   0.35                     0.03360987894171749
-0.2749999999999999       -0.625                   0.35                     0.027011386286269208
-0.225                    -0.625                   0.35                     0.01975875917274403
-0.17499999999999993      -0.625                   0.35                     0.012082046627161662
-0.12499999999999989      -0.625                   0.35                     0.003369534183983722
-0.07499999999999996      -0.625                   0.35                     -0.005655646267809719
-0.024999999999999915     -0.625                   0.35                     -0.01493634966474143
0.025000000000000022      -0.625                   0.35                     -0.024575613354476507
0.07500000000000008       -0.625                   0.35                     -0.03409795133771102
0.1250000000000001        -0.625                   0.35                     -0.042902107848339574
0.17500000000000016       -0.625                   0.35                     -0.05173355811329772
0.2250000000000002        -0.625                   0.35                     -0.05964970996230738
0.275                     -0.625                   0.35                     -0.06684183453376999
0.32500000000000007       -0.625                   0.35                     -0.07309681935919106
0.3750000000000001        -0.625                   0.35                     -0.07887657561078718
0.42500000000000016       -0.625                   0.35                     -0.08340963546311445
0.4750000000000002        -0.625                   0.35                     -0.08762271344485711
0.525                     -0.625                   0.35                     -0.09130718481989142
0.5750000000000001        -0.625                   0.35                     -0.0939913596805997
0.6250000000000001        -0.625                   0.35                     -0.09625387435390395
0.6750000000000002        -0.625                   0.35                     -0.09833118737772831
0.7250000000000002        -0.625                   0.35                     -0.09982804160146093
0.7750000000000001        -0.625                   0.35                     -0.10100955279317131
0.8250000000000001        -0.625                   0.35                     -0.10188472529124984
0.8750000000000001        -0.625                   0.35                     -0.1025027814794083
0.9250000000000002        -0.625                   0.35                     -0.10303854114112664
0.9750000000000002        -0.625                   0.35                     -0.10314733179635548
-0.975                    -0.575                   0.35                     0.06578283388939896
-0.9249999999999999       -0.575                   0.35                     0.06560911273439396
-0.875                    -0.575                   0.35                     0.06526137861891088
-0.825                    -0.575                   0.35                     0.06481464243804647
-0.775                    -0.575                   0.35                     0.06401147008357998
-0.725                    -0.575                   0.35                     0.06299234170307075
-0.6749999999999999       -0.575                   0.35                     0.06186655915289395
-0.625                    -0.575                   0.35                     0.06013965755808324
-0.575                    -0.575                   0.35                     0.058364631988071194
-0.525                    -0.575                   0.35                     0.055596400441162985
-0.475                    -0.575                   0.35                     0.05238873282372976
-0.42499999999999993      -0.575                   0.35                     0.0483885396986361
-0.3749999999999999       -0.575                   0.35                     0.04337892165802519
-0.325                    -0.575                   0.35                     0.037676197129470713
-0.2749999999999999       -0.575                   0.35                     0.03112193427733878
-0.225                    -0.575                   0.35                     0.023298974233839233
-0.17499999999999993      -0.575                   0.35                     0.015093864048635955
-0.12499999999999989      -0.575                   0.35                     0.006110726642789782
-0.07499999999999996      -0.575                   0.35                     -0.004366244880831131
-0.024999999999999915     -0.575                   0.35                     -0.014418460077603848
0.025000000000000022      -0.575                   0.35                     -0.025231661515847416
0.07500000000000008       -0.575                   0.35                     -0.03538655510974678
0.1250000000000001        -0.575                   0.35                     -0.04573161772014896
0.17500000000000016       -0.575                   0.35                     -0.05483141193737011
0.2250000000000002        -0.575                   0.35                     -0.06300835871546336
0.275                     -0.575                   0.35                     -0.07097248005792006
0.32500000000000007       -0.575                   0.35                     -0.07746705439813946
0.3750000000000001        -0.575                   0.35                     -0.08354920430139265
0.42500000000000016       -0.575                   0.35                     -0.08813512908956148
0.4750000000000002        -0.575                   0.35                     -0.09192450823027484
0.525                     -0.575                   0.35                     -0.095241680136785
0.5750000000000001        -0.575                   0.35                     -0.0976365752842531
0.6250000000000001        -0.575                   0.35                     -0.09977322491347926
0.6750000000000002        -0.575                   0.35                     -0.10132565558276348
0.7250000000000002        -0.575                   0.35                     -0.1025830205438189
0.7750000000000001        -0.575                   0.35                     -0.10364855253903783
0.8250000000000001        -0.575                   0.35                     -0.10445445047609536
0.8750000000000001        -0.575                   0.35                     -0.10498660096275739
0.9250000000000002        -0.575                   0.35                     -0.10533523948231056
0.9750000000000002        -0.575                   0.35                     -0.10548891961781233
-0.975                    -0.525                   0.35                     0.06822884377263302
-0.9249999999999999       -0.525                   0.35                     0.06814911408817428
-0.875                    -0.525                   0.35                     0.06790697936313415
-0.825                    -0.525                   0.35                     0.06758783159239712
-0.775                    -0.525                   0.35                     0.06703467971650917
-0.725                    -0.525                   0.35                     0.0662991075730157
-0.6749999999999999       -0.525                   0.35                     0.06517612806857072
-0.625                    -0.525                   0.35                     0.06394515127296199
-0.575                    -0.525                   0.35                     0.06218398728434253
-0.525                    -0.525                   0.35                     0.059899727040755184
-0.475                    -0.525                   0.35                     0.0568912858028727
-0.42499999999999993      -0.525                   0.35                     0.05340488374792703
-0.3749999999999999       -0.525                   0.35                     0.048897907708524216
-0.325                    -0.525                   0.35                     0.043296357162574114
-0.2749999999999999       -0.525                   0.35                     0.036526328408547235
-0.225                    -0.525                   0.35                     0.02872485888522342
-0.17499999999999993      -0.525                   0.35                     0.019019340002114245
-0.12499999999999989      -0.525                   0.35                     0.008746050774079563
-0.07499999999999996      -0.525                   0.35                     -0.002260286196241663
-0.024999999999999915     -0.525                   0.35                     -0.013927787434074596
0.025000000000000022      -0.525                   0.35                     -0.02556534806078678
0.07500000000000008       -0.525                   0.35                     -0.0376683139344003
0.1250000000000001        -0.525                   0.35                     -0.04915481701196331
0.17500000000000016       -0.525                   0.35                     -0.05901105101306411
0.2250000000000002        -0.525                   0.35                     -0.06778666683795566
0.275                     -0.525                   0.35                     -0.07573089276558972
0.32500000000000007       -0.525                   0.35                     -0.0829338827260597
0.3750000000000001        -0.525                   0.35                     -0.08848991662507494
0.42500000000000016       -0.525                   0.35                     -0.09315494035963881
0.4750000000000002        -0.525                   0.35                     -0.09678059927266831
0.525                     -0.525                   0.35                     -0.0997363313014483
0.5750000000000001        -0.525                   0.35                     -0.10189728097826478
0.6250000000000001        -0.525                   0.35                     -0.1035069348073261
0.6750000000000002        -0.525                   0.35                     -0.10510975075914249
0.7250000000000002        -0.525                   0.35                     -0.10583877634164009
0.7750000000000001        -0.525                   0.35                     -0.10681887193067086
0.8250000000000001        -0.525                   0.35                     -0.10725214985748835
0.8750000000000001        -0.525                   0.35                     -0.10763916735374063
0.9250000000000002        -0.525                   0.35                     -0.10790465676289386
0.9750000000000002        -0.525                   0.35                     -0.10797442228221388
-0.975                    -0.475                   0.35                     0.0708689496443857
-0.9249999999999999       -0.475                   0.35                     0.07078387423045694
-0.875                    -0.475                   0.35                     0.07069174415762387
-0.825                    -0.475                   0.35                     0.07048570733079829
-0.775                    -0.475                   0.35                     0.07011926498685866
-0.725                    -0.475                   0.35                     0.06983882685319717
-0.6749999999999999       -0.475                   0.35                     0.06910954078629289
-0.625                    -0.475                   0.35                     0.06832360916700966
-0.575                    -0.475                   0.35                     0.06695674727738217
-0.525                    -0.475                   0.35                     0.06529078670883806
-0.475                    -0.475                   0.35                     0.06316977111235966
-0.42499999999999993      -0.475                   0.35                     0.05955341486472731
-0.3749999999999999       -0.475                   0.35                     0.0552140013995385
-0.325                    -0.475                   0.35                     0.049437231142795746
-0.2749999999999999       -0.475                   0.35                     0.042561291157692555
-0.225                    -0.475                   0.35                     0.03457939362617386
-0.17499999999999993      -0.475                   0.35                     0.02425195097656873
-0.12499999999999989      -0.475                   0.35                     0.013028054322711757
-0.07499999999999996      -0.475                   0.35                     1.9940138013733208E-4
-0.024999999999999915     -0.475                   0.35                     -0.012552425408142907
0.025000000000000022      -0.475                   0.35                     -0.026378974153690192
0.07500000000000008       -0.475                   0.35                     -0.03987752874991656
0.1250000000000001        -0.475                   0.35                     -0.05245235651064469
0.17500000000000016       -0.475                   0.35                     -0.0644193007140437
0.2250000000000002        -0.475                   0.35                     -0.07411299932474398
0.275                     -0.475                   0.35                     -0.0825377471892223
0.32500000000000007       -0.475                   0.35                     -0.08953562356804443
0.3750000000000001        -0.475                   0.35                     -0.09476869711593489
0.42500000000000016       -0.475                   0.35                     -0.09914948679747859
0.4750000000000002        -0.475                   0.35                     -0.10251432974109054
0.525                     -0.475                   0.35                     -0.1050002652320379
0.5750000000000001        -0.475                   0.35                     -0.10663730555235473
0.6250000000000001        -0.475                   0.35                     -0.1077454648634274
0.6750000000000002        -0.475                   0.35                     -0.10882484203928061
0.7250000000000002        -0.475                   0.35                     -0.10936659748895758
0.7750000000000001        -0.475                   0.35                     -0.10988694575225094
0.8250000000000001        -0.475                   0.35                     -0.11017263366563892
0.8750000000000001        -0.475                   0.35                     -0.11040677492645877
0.9250000000000002        -0.475                   0.35                     -0.11050891396384104
0.9750000000000002        -0.475                   0.35                     -0.11056489353631886
-0.975                    -0.42499999999999993     0.35                     0.07348355101249296
-0.9249999999999999       -0.42499999999999993     0.35                     0.07349987201269047
-0.875                    -0.42499999999999993     0.35                     0.07353079684040528
-0.825                    -0.42499999999999993     0.35                     0.07357171484555888
-0.775                    -0.42499999999999993     0.35                     0.07347536019942091
-0.725                    -0.42499999999999993     0.35                     0.07340381107205107
-0.6749999999999999       -0.42499999999999993     0.35                     0.07326909358193961
-0.625                    -0.42499999999999993     0.35                     0.07283566216677308
-0.575                    -0.42499999999999993     0.35                     0.07217850414511752
-0.525                    -0.42499999999999993     0.35                     0.07103073017560543
-0.475                    -0.42499999999999993     0.35                     0.06917713161222676
-0.42499999999999993      -0.42499999999999993     0.35                     0.06651974481951753
-0.3749999999999999       -0.42499999999999993     0.35                     0.06284458020640982
-0.325                    -0.42499999999999993     0.35                     0.058239171991951694
-0.2749999999999999       -0.42499999999999993     0.35                     0.05015975508182481
-0.225                    -0.42499999999999993     0.35                     0.0424022630250706
-0.17499999999999993      -0.42499999999999993     0.35                     0.030015115172264697
